"Time","<i>0</i>","<i>-3.33067e-16</i>","<i>-2.64e-08</i>","<i>-9.90585e-12</i>"
1,0,3.5054749901453075e-14,8.1232232828039154e-05,0.36439920609569892
1.0000000000000027,0,1.7092313392716974e-12,8.1232232828742923e-05,0.36439920609698967
1.0000000000000311,0,1.9558064861565414e-11,8.1232232831592491e-05,0.36439920611075538
1.0000031975257826,0,0.0020090633500696132,7.9631898649438565e-05,0.36594729922031366
1.000003197525811,0,0.0020090633679184107,7.9631898626790016e-05,0.36594729923406888
1.0000131975258111,0,0.0082921549959800965,7.8935475402201277e-05,0.37078108885194305
1.0000231975258111,0,0.014574919263847297,7.8001490570374824e-05,0.37560299269537989
1.0000331975258112,0,0.020857108138858212,7.6827280470444695e-05,0.38041281816166506
1.0000431975258113,0,0.027138473610952885,7.5410482425430914e-05,0.38521037310347506
1.0000531975258113,0,0.033418767702577901,7.374901327652135e-05,0.38999546584430589
1.0000631975258114,0,0.0396977424784761,7.1841053636130983e-05,0.39476790518623206
1.0000731975258115,0,0.045975150055474652,6.9685035280246194e-05,0.39952750042272955
1.0000831975258115,0,0.052250742612271063,6.3083059087624488e-05,0.40427407977622459
1.0000931975258116,0,0.058524272399216724,6.1522689918491746e-05,0.40900741759000869
1.0001031975258117,0,0.06479549174809765,5.9762505471257679e-05,0.41372733513525511
1.0001131975258117,0,0.071064153081911982,5.7802835419599553e-05,0.41843364345581452
1.0001231975258118,0,0.077330008924643936,5.5644192943016257e-05,0.42312615412936083
1.0001331975258119,0,0.08359281191114698,5.3287264686396885e-05,0.42780467927596316
1.0001431975258119,0,0.089852314796456223,5.0732901176927151e-05,0.4324690315665381
1.000153197525812,0,0.096108270466229065,4.8011248683107091e-05,0.43711902236566946
1.0001631975258121,0,0.10236043194604758,4.5244269960849806e-05,0.44175445716011624
1.0001731975258121,0,0.10860855241128195,4.2267957971150086e-05,0.44637516094569119
1.0001831975258122,0,0.11485238519683472,3.9044320144251035e-05,0.45098095171913127
1.0001931975258123,0,0.12109168380687865,3.5570851361725144e-05,0.45557164573967973
1.0002031975258123,0,0.12732620192458802,3.1845053572362073e-05,0.46014705989615456
1.0002131975258124,0,0.13355569342186271,2.7864428328453851e-05,0.46470701171491635
1.0002231975258125,0,0.13977991236904505,2.362627111845983e-05,0.46925131939252218
1.0002331975258125,0,0.14599861304462855,1.9125958925466275e-05,0.47377980202281167
1.0002431975258126,0,0.15221154994495867,1.4355260808377826e-05,0.47829227984060729
1.0002531975258127,0,0.15841847779403703,9.311326957232394e-06,0.48278857306461165
1.0002631975258127,0,0.16461915155275558,3.9938970531154059e-06,0.48726850223223217
1.0002731975258128,0,0.17081332642924388,-1.5968194362706947e-06,0.49173188847613203
1.0002831975258129,0,0.17700075788808395,-7.4603781807421514e-06,0.49617855356051904
1.0002931975258129,0,0.18318120166007637,-1.359609384340062e-05,0.50060831988554499
1.000303197525813,0,0.18935441375188364,-2.0003014693718381e-05,0.50502101048804526
1.000313197525813,0,0.19552015045566257,-2.6679820822865054e-05,0.5094164490274905
1.0003231975258131,0,0.20167816835868557,-3.3624707194812586e-05,0.51379445976835836
1.0003331975258132,0,0.20782822435295004,-4.0835564379023318e-05,0.51815486762009222
1.0003431975258132,0,0.21397007564477588,-4.8310108273626654e-05,0.52249749816836544
1.0003531975258133,0,0.22010347976439065,-5.6045914298012235e-05,0.52682217768808226
1.0003631975258134,0,0.22622819457550175,-6.4040429274214716e-05,0.53112873315203701
1.0003731975258134,0,0.2323439782849662,-7.2290982210361968e-05,0.53541699223944894
1.0003831975258135,0,0.23845058945189374,-8.0794797188366019e-05,0.53968678334500408
1.0003931975258136,0,0.24454778699784244,-8.9549011076754198e-05,0.54393793558918668
1.0004031975258136,0,0.25063533021589324,-9.855069559161489e-05,0.54817027882969582
1.0004131975258137,0,0.25671297878026345,-0.00010779687301258148,0.5523836436712779
1.0004231975258138,0,0.26278049275579435,-0.000117284526066741,0.55657786147401844
1.0004331975258138,0,0.26883763260742338,-0.00012701060576588336,0.56075276436107835
1.0004431975258139,0,0.27488415920964077,-0.00013697203864027063,0.5649081852262724
1.000453197525814,0,0.28091983385592945,-0.0001471657335014494,0.56904395774150107
1.000463197525814,0,0.28694441826818928,-0.00015758858773273765,0.5731599163640293
1.0004731975258141,0,0.29295767460614325,-0.00016823749267628566,0.57725589634349384
1.0004831975258142,0,0.29895936547672758,-0.00017910933821818631,0.58133173372863278
1.0004931975258142,0,0.30494925394357142,-0.00019020101646157378,0.5853872653737856
1.0005031975258143,0,0.31092710353591774,-0.00020150942486115336,0.58942232894525937
1.0005131975258144,0,0.31689267825860878,-0.00021303146926769193,0.59343676292756753
1.0005231975258144,0,0.32284574260096927,-0.00022476406633401927,0.59743040662959912
1.0005331975258145,0,0.3287860615462122,-0.00023670414566704748,0.60140310019068277
1.0005431975258146,0,0.33471340058071708,-0.00024884865166089709,0.60535468458658415
1.0005531975258146,0,0.34062752570328797,-0.00026119454508362799,0.60928500163541011
1.0005631975258147,0,0.34652820343439178,-0.0002737388043312361,0.61319389400349
1.0005731975258148,0,0.35241520082537514,-0.00028647842647337252,0.61708120521119036
1.0005831975258148,0,0.35828828546766123,-0.00029941042820783947,0.62094677963870404
1.0005931975258149,0,0.3641472255019248,-0.000312531846507554,0.62479046253179782
1.0006031975258149,0,0.36999178962735091,-0.0003258397392018238,0.62861210000752776
1.000613197525815,0,0.37582174711034388,-0.00033933118531714879,0.63241153905994474
1.0006231975258151,0,0.38163686779427075,-0.00035300328532010072,0.6361886275657721
